"Date","Name"
"1901-04-22","695"
"1901-04-29","884"
"1901-05-04","803"
"1901-05-09","892"
"1901-05-12","486"
"1901-05-17","220"
"1901-05-22","990"
"1901-05-29","414"
"1901-05-30","710"
"1901-06-04","125"
"1901-06-04","371"
"1901-06-04","54"
"1901-06-06","527"
"1901-06-22","361"
"1901-07-02","956"
"1901-07-12","313"
"1901-07-16","399"
"1901-07-18","759"
"1901-08-01","945"
"1901-08-02","1015"
"1901-08-07","90"
"1901-08-29","898"
"1901-09-03","956"
"1901-09-06","858"
"1901-09-08","527"
"1901-09-09","689"
"1901-09-21","552"
"1901-09-28","87"
"1901-10-07","735"
"1901-10-25","227"
"1901-10-27","206"
"1901-10-28","549"
"1901-11-07","875"
"1901-11-12","470"
"1901-11-12","30"
"1901-11-14","469"
"1901-11-17","841"
"1901-11-30","275"
"1901-12-04","181"
"1901-12-05","752"
"1901-12-06","418"
"1901-12-11","160"
"1901-12-16","215"
"1901-12-23","414"
"1902-01-02","701"
"1902-01-16","847"
"1902-02-12","950"
"1902-02-16","689"
"1902-02-21","478"
"1902-03-07","136"
"1902-03-14","557"
"1902-03-20","313"
"1902-03-21","305"
"1902-03-31","196"
"1902-04-05","387"
"1902-04-14","995"
"1902-04-15","179"
"1902-04-17","910"
"1902-04-20","826"
"1902-04-20","741"
"1902-04-21","450"
"1902-04-23","365"
"1902-05-04","431"
"1902-05-05","267"
"1902-05-13","710"
"1902-05-15","707"
"1902-05-21","867"
"1902-05-28","819"
"1902-06-04","839"
"1902-06-07","464"
"1902-06-13","222"
"1902-06-14","895"
"1902-06-19","392"
"1902-06-20","319"
"1902-06-24","613"
"1902-06-26","456"
"1902-07-02","918"
"1902-07-05","879"
"1902-07-08","10"
"1902-07-11","387"
"1902-07-15","972"
"1902-07-23","62"
"1902-07-23","383"
"1902-07-25","341"
"1902-07-30","218"
"1902-07-31","276"
"1902-08-02","793"
"1902-08-31","382"
"1902-09-01","756"
"1902-09-01","771"
"1902-09-04","205"
"1902-09-06","131"
"1902-09-12","809"
"1902-09-14","324"
"1902-09-29","883"
"1902-09-30","101"
"1902-10-01","200"
"1902-10-09","195"
"1902-10-14","79"
"1902-10-15","50"
"1902-10-15","324"
"1902-10-21","859"
"1902-10-22","377"
"1902-10-23","525"
"1902-10-31","752"
"1902-11-13","584"
"1902-11-19","312"
"1902-11-19","638"
"1902-11-20","496"
"1902-11-23","208"
"1902-11-26","664"
"1902-12-02","110"
"1902-12-06","379"
"1902-12-12","807"
"1902-12-13","728"
"1902-12-23","610"
"1902-12-23","385"
"1902-12-30","448"
"1903-01-11","649"
"1903-01-20","648"
"1903-01-20","346"
"1903-01-23","779"
"1903-01-24","139"
"1903-02-12","1014"
"1903-02-13","398"
"1903-02-23","638"
"1903-03-03","531"
"1903-03-05","648"
"1903-03-15","425"
"1903-03-16","752"
"1903-03-19","468"
"1903-03-22","362"
"1903-04-07","343"
"1903-04-09","209"
"1903-04-19","668"
"1903-04-19","508"
"1903-05-03","57"
"1903-05-04","559"
"1903-05-07","67"
"1903-05-15","272"
"1903-05-22","996"
"1903-05-23","812"
"1903-05-26","724"
"1903-05-30","291"
"1903-06-13","897"
"1903-06-14","27"
"1903-06-17","514"
"1903-06-22","677"
"1903-07-11","297"
"1903-07-11","864"
"1903-07-19","483"
"1903-07-21","569"
"1903-07-26","201"
"1903-07-30","255"
"1903-07-31","954"
"1903-07-31","299"
"1903-08-12","576"
"1903-08-21","678"
"1903-09-03","270"
"1903-09-04","727"
"1903-09-06","181"
"1903-09-14","699"
"1903-09-15","776"
"1903-09-24","278"
"1903-09-24","831"
"1903-09-24","759"
"1903-10-15","392"
"1903-10-23","985"
"1903-10-24","545"
"1903-10-24","353"
"1903-10-24","444"
"1903-10-28","464"
"1903-11-03","24"
"1903-11-04","90"
"1903-11-06","1019"
"1903-11-11","247"
"1903-11-17","742"
"1903-11-18","81"
"1903-12-01","695"
"1903-12-23","959"
"1904-01-04","613"
"1904-01-07","957"
"1904-01-09","55"
"1904-01-14","672"
"1904-01-16","891"
"1904-01-30","246"
"1904-02-02","452"
"1904-02-16","57"
"1904-02-16","22"
"1904-02-18","7"
"1904-02-19","581"
"1904-02-22","933"
"1904-03-04","172"
"1904-03-08","827"
"1904-03-08","445"
"1904-03-10","491"
"1904-03-13","305"
"1904-03-24","539"
"1904-03-29","500"
"1904-04-05","291"
"1904-04-10","659"
"1904-04-16","867"
"1904-04-20","684"
"1904-04-26","688"
"1904-05-04","806"
"1904-05-07","841"
"1904-05-10","470"
"1904-05-13","310"
"1904-05-24","326"
"1904-06-03","391"
"1904-06-15","245"
"1904-06-16","107"
"1904-06-23","329"
"1904-07-07","1023"
"1904-07-08","795"
"1904-07-09","550"
"1904-07-17","497"
"1904-07-25","825"
"1904-07-27","816"
"1904-08-06","62"
"1904-08-09","336"
"1904-09-01","599"
"1904-09-07","1013"
"1904-09-12","916"
"1904-09-12","789"
"1904-09-16","510"
"1904-09-21","618"
"1904-09-22","344"
"1904-09-29","518"
"1904-10-06","461"
"1904-10-08","275"
"1904-10-08","979"
"1904-10-22","703"
"1904-10-23","514"
"1904-10-25","97"
"1904-10-25","627"
"1904-11-02","919"
"1904-11-06","80"
"1904-11-12","361"
"1904-11-17","99"
"1904-11-17","167"
"1904-11-18","960"
"1904-11-22","734"
"1904-11-25","15"
"1904-12-01","824"
"1904-12-02","825"
"1904-12-05","785"
"1904-12-11","288"
"1904-12-18","190"
"1904-12-21","104"
"1904-12-26","203"
"1904-12-30","134"
"1904-12-31","701"
"1905-01-09","234"
"1905-01-22","846"
"1905-01-22","529"
"1905-01-23","917"
"1905-01-23","1007"
"1905-01-28","689"
"1905-02-05","80"
"1905-02-07","731"
"1905-02-08","362"
"1905-02-12","793"
"1905-02-16","806"
"1905-02-21","779"
"1905-02-27","711"
"1905-03-08","478"
"1905-03-10","704"
"1905-03-15","765"
"1905-03-23","226"
"1905-03-25","550"
"1905-03-26","956"
"1905-04-03","745"
"1905-04-11","448"
"1905-04-20","90"
"1905-04-27","57"
"1905-05-01","347"
"1905-05-01","294"
"1905-05-13","685"
"1905-05-17","915"
"1905-05-21","337"
"1905-05-21","756"
"1905-05-25","353"
"1905-05-30","471"
"1905-06-09","42"
"1905-06-09","237"
"1905-06-10","507"
"1905-06-20","678"
"1905-06-29","525"
"1905-07-02","651"
"1905-07-05","686"
"1905-07-18","208"
"1905-07-20","364"
"1905-07-22","45"
"1905-07-26","746"
"1905-08-16","14"
"1905-08-20","422"
"1905-08-26","19"
"1905-08-29","867"
"1905-08-30","22"
"1905-08-31","761"
"1905-09-06","408"
"1905-09-08","662"
"1905-09-11","810"
"1905-09-12","97"
"1905-09-19","724"
"1905-09-22","789"
"1905-09-25","814"
"1905-10-08","601"
"1905-10-09","217"
"1905-10-15","162"
"1905-11-01","1008"
"1905-11-03","988"
"1905-11-06","992"
"1905-11-08","215"
"1905-11-08","576"
"1905-11-09","613"
"1905-11-10","1010"
"1905-11-19","825"
"1905-12-01","8"
"1905-12-07","810"
"1905-12-12","602"
"1905-12-14","862"
"1905-12-19","56"
"1905-12-23","413"
"1906-01-01","677"
"1906-01-03","32"
"1906-01-04","99"
"1906-01-07","179"
"1906-01-07","96"
"1906-01-08","835"
"1906-01-10","756"
"1906-01-18","645"
"1906-01-26","331"
"1906-02-04","861"
"1906-02-09","231"
"1906-02-13","685"
"1906-02-18","511"
"1906-02-20","690"
"1906-03-19","469"
"1906-03-24","599"
"1906-03-27","983"
"1906-03-29","830"
"1906-03-29","888"
"1906-04-02","415"
"1906-04-09","806"
"1906-04-14","559"
"1906-04-17","353"
"1906-04-20","532"
"1906-04-25","707"
"1906-04-26","725"
"1906-05-04","256"
"1906-05-04","459"
"1906-05-07","713"
"1906-05-13","305"
"1906-05-14","48"
"1906-05-14","246"
"1906-05-15","189"
"1906-05-18","757"
"1906-05-20","51"
"1906-05-24","129"
"1906-06-04","906"
"1906-06-05","770"
"1906-06-16","602"
"1906-06-16","763"
"1906-06-17","741"
"1906-06-21","444"
"1906-06-27","875"
"1906-07-02","924"
"1906-07-04","798"
"1906-07-09","76"
"1906-07-15","192"
"1906-07-17","213"
"1906-07-19","453"
"1906-07-21","770"
"1906-07-24","125"
"1906-08-03","713"
"1906-08-07","380"
"1906-08-13","870"
"1906-08-19","891"
"1906-08-27","658"
"1906-08-30","37"
"1906-09-04","499"
"1906-09-07","68"
"1906-09-08","868"
"1906-09-10","609"
"1906-09-13","766"
"1906-09-16","817"
"1906-09-17","801"
"1906-09-19","339"
"1906-09-23","418"
"1906-09-27","568"
"1906-09-27","601"
"1906-09-30","505"
"1906-10-16","203"
"1906-10-20","839"
"1906-10-20","994"
"1906-10-26","940"
"1906-10-26","677"
"1906-11-05","998"
"1906-11-08","855"
"1906-11-12","799"
"1906-11-19","310"
"1906-11-30","531"
"1906-12-10","215"
"1906-12-11","381"
"1906-12-12","803"
"1906-12-19","38"
"1906-12-19","105"
"1906-12-19","504"
"1906-12-26","994"
"1906-12-28","153"
"1906-12-29","325"
"1906-12-31","300"
"1907-01-02","19"
"1907-01-09","113"
"1907-01-09","646"
"1907-01-12","567"
"1907-01-15","145"
"1907-01-22","163"
"1907-01-30","779"
"1907-01-31","514"
"1907-01-31","343"
"1907-02-04","701"
"1907-02-07","407"
"1907-02-11","306"
"1907-02-13","864"
"1907-02-13","584"
"1907-03-07","595"
"1907-03-10","673"
"1907-03-11","495"
"1907-03-13","222"
"1907-03-17","522"
"1907-03-23","61"
"1907-03-30","174"
"1907-04-03","522"
"1907-04-17","797"
"1907-04-18","838"
"1907-04-21","323"
"1907-04-22","767"
"1907-04-26","337"
"1907-05-05","130"
"1907-05-11","243"
"1907-05-17","872"
"1907-05-19","916"
"1907-06-03","68"
"1907-06-04","469"
"1907-06-11","902"
"1907-06-15","963"
"1907-06-18","95"
"1907-06-28","735"
"1907-06-29","208"
"1907-06-30","818"
"1907-07-09","227"
"1907-07-26","77"
"1907-07-31","490"
"1907-08-05","212"
"1907-08-06","347"
"1907-08-10","892"
"1907-08-14","91"
"1907-08-18","38"
"1907-08-20","1000"
"1907-08-23","622"
"1907-08-27","718"
"1907-08-30","592"
"1907-09-12","621"
"1907-09-22","370"
"1907-10-03","75"
"1907-10-05","1021"
"1907-10-07","517"
"1907-10-11","461"
"1907-10-13","531"
"1907-10-23","590"
"1907-10-28","428"
"1907-11-05","400"
"1907-11-05","898"
"1907-11-07","484"
"1907-11-07","115"
"1907-11-07","801"
"1907-11-11","359"
"1907-11-18","688"
"1907-12-05","956"
"1907-12-07","103"
"1907-12-12","546"
"1907-12-14","458"
"1907-12-16","34"
"1907-12-17","102"
"1907-12-19","832"
"1907-12-22","375"
"1907-12-29","86"
"1908-01-09","444"
"1908-01-17","83"
"1908-01-28","6"
"1908-01-31","708"
"1908-02-01","89"
"1908-02-02","493"
"1908-02-03","609"
"1908-02-09","389"
"1908-02-10","915"
"1908-02-12","402"
"1908-02-23","218"
"1908-02-28","324"
"1908-03-01","606"
"1908-03-02","213"
"1908-03-03","586"
"1908-04-07","483"
"1908-04-12","337"
"1908-04-13","299"
"1908-04-15","489"
"1908-04-17","629"
"1908-04-19","866"
"1908-04-23","907"
"1908-04-28","560"
"1908-05-04","679"
"1908-05-08","741"
"1908-05-19","893"
"1908-05-24","617"
"1908-05-29","159"
"1908-06-03","407"
"1908-06-18","133"
"1908-06-19","62"
"1908-06-21","992"
"1908-06-21","900"
"1908-06-23","97"
"1908-06-24","977"
"1908-06-27","203"
"1908-06-29","230"
"1908-07-04","225"
"1908-07-08","928"
"1908-07-14","15"
"1908-07-14","468"
"1908-07-20","788"
"1908-07-23","443"
"1908-08-01","883"
"1908-08-07","510"
"1908-08-15","523"
"1908-08-20","705"
"1908-08-21","141"
"1908-08-22","241"
"1908-08-25","35"
"1908-08-27","256"
"1908-08-27","868"
"1908-08-31","648"
"1908-08-31","978"
"1908-09-01","738"
"1908-09-15","994"
"1908-09-17","300"
"1908-09-18","541"
"1908-10-01","929"
"1908-10-06","437"
"1908-10-08","989"
"1908-10-11","58"
"1908-10-13","368"
"1908-10-14","703"
"1908-10-27","631"
"1908-11-15","417"
"1908-11-24","472"
"1908-11-29","719"
"1908-12-01","116"
"1908-12-10","947"
"1908-12-12","445"
"1908-12-20","982"
"1909-01-08","202"
"1909-01-16","395"
"1909-01-20","830"
"1909-01-21","18"
"1909-01-25","170"
"1909-01-27","338"
"1909-01-27","886"
"1909-01-28","537"
"1909-02-05","382"
"1909-02-08","204"
"1909-02-08","112"
"1909-02-11","620"
"1909-02-19","63"
"1909-02-19","996"
"1909-03-05","719"
"1909-03-06","444"
"1909-03-07","710"
"1909-03-25","924"
"1909-03-27","211"
"1909-03-28","547"
"1909-03-29","82"
"1909-04-04","809"
"1909-04-06","372"
"1909-04-07","57"
"1909-04-08","865"
"1909-04-11","793"
"1909-04-13","228"
"1909-04-24","458"
"1909-04-27","931"
"1909-05-01","511"
"1909-05-03","408"
"1909-05-07","187"
"1909-05-23","185"
"1909-05-27","717"
"1909-05-31","702"
"1909-06-02","595"
"1909-06-08","948"
"1909-06-15","906"
"1909-06-23","141"
"1909-06-27","224"
"1909-06-28","33"
"1909-07-02","133"
"1909-07-02","16"
"1909-07-13","493"
"1909-07-14","274"
"1909-07-16","706"
"1909-07-18","809"
"1909-07-19","1"
"1909-07-19","542"
"1909-07-20","1007"
"1909-07-20","12"
"1909-07-21","629"
"1909-07-26","951"
"1909-07-28","111"
"1909-07-30","952"
"1909-08-02","516"
"1909-08-05","804"
"1909-08-05","559"
"1909-08-16","209"
"1909-08-16","99"
"1909-09-01","811"
"1909-09-08","399"
"1909-09-12","178"
"1909-09-13","779"
"1909-09-18","1022"
"1909-09-24","183"
"1909-09-24","73"
"1909-10-05","552"
"1909-10-11","861"
"1909-10-11","731"
"1909-10-16","941"
"1909-10-24","606"
"1909-10-25","727"
"1909-10-29","923"
"1909-10-29","541"
"1909-11-08","558"
"1909-11-10","513"
"1909-11-10","417"
"1909-11-15","5"
"1909-11-20","769"
"1909-11-21","778"
"1909-11-22","132"
"1909-11-25","260"
"1909-11-29","287"
"1909-12-05","833"
"1909-12-12","111"
"1909-12-12","795"
"1909-12-25","775"
"1909-12-27","925"
"1909-12-29","348"
"1910-01-10","724"
"1910-01-11","770"
"1910-01-11","164"
"1910-01-13","1002"
"1910-01-25","19"
"1910-02-15","54"
"1910-02-19","1012"
"1910-02-19","957"
"1910-02-21","587"
"1910-02-22","678"
"1910-03-04","181"
"1910-03-13","284"
"1910-03-15","139"
"1910-03-20","550"
"1910-03-23","355"
"1910-03-24","188"
"1910-03-26","1023"
"1910-03-28","838"
"1910-04-02","950"
"1910-04-03","542"
"1910-04-04","717"
"1910-04-10","3"
"1910-04-11","795"
"1910-04-14","705"
"1910-04-15","886"
"1910-04-23","911"
"1910-04-24","571"
"1910-04-29","958"
"1910-04-30","932"
"1910-05-03","220"
"1910-05-12","445"
"1910-05-18","255"
"1910-05-18","895"
"1910-05-19","516"
"1910-05-23","823"
"1910-05-30","41"
"1910-06-12","302"
"1910-06-16","447"
"1910-06-18","897"
"1910-06-21","776"
"1910-06-28","595"
"1910-06-30","46"
"1910-06-30","839"
"1910-07-01","354"
"1910-07-30","281"
"1910-07-30","507"
"1910-08-10","213"
"1910-08-13","631"
"1910-08-18","689"
"1910-08-20","936"
"1910-08-25","668"
"1910-08-31","554"
"1910-09-01","697"
"1910-09-02","573"
"1910-09-04","375"
"1910-09-05","217"
"1910-09-14","683"
"1910-09-14","899"
"1910-09-19","948"
"1910-09-22","559"
"1910-09-28","218"
"1910-10-09","151"
"1910-10-11","604"
"1910-10-12","213"
"1910-10-15","965"
"1910-10-18","190"
"1910-10-22","338"
"1910-10-25","106"
"1910-11-16","181"
"1910-11-18","128"
"1910-11-27","32"
"1910-11-30","341"
"1910-12-13","223"
"1910-12-16","844"
"1910-12-17","495"
"1910-12-20","376"
"1910-12-23","14"
"1911-01-05","323"
"1911-01-06","769"
"1911-01-11","689"
"1911-01-20","265"
"1911-01-24","974"
"1911-02-10","54"
"1911-02-12","272"
"1911-02-14","137"
"1911-02-15","372"
"1911-02-22","427"
"1911-02-24","568"
"1911-02-24","594"
"1911-02-25","629"
"1911-02-26","448"
"1911-03-02","765"
"1911-03-07","1018"
"1911-03-08","890"
"1911-03-09","374"
"1911-03-10","683"
"1911-03-12","289"
"1911-03-19","734"
"1911-03-22","269"
"1911-03-29","115"
"1911-04-03","25"
"1911-04-08","227"
"1911-04-12","178"
"1911-04-16","915"
"1911-04-17","961"
"1911-04-22","193"
"1911-04-26","148"
"1911-04-28","978"
"1911-05-04","236"
"1911-05-09","747"
"1911-05-19","924"
"1911-05-21","669"
"1911-05-22","486"
"1911-05-22","499"
"1911-05-30","189"
"1911-06-03","685"
"1911-06-09","696"
"1911-06-09","788"
"1911-06-19","661"
"1911-06-23","491"
"1911-07-08","581"
"1911-07-08","29"
"1911-07-10","791"
"1911-07-12","271"
"1911-07-15","673"
"1911-07-20","50"
"1911-07-21","516"
"1911-08-02","964"
"1911-08-06","592"
"1911-08-11","352"
"1911-08-13","1"
"1911-08-20","975"
"1911-08-31","259"
"1911-09-18","761"
"1911-10-01","175"
"1911-10-02","601"
"1911-10-08","522"
"1911-10-11","782"
"1911-10-25","22"
"1911-11-05","645"
"1911-11-05","989"
"1911-11-17","13"
"1911-11-20","594"
"1911-11-30","471"
"1911-12-23","677"
"1911-12-24","788"
"1911-12-25","210"
"1912-01-05","693"
"1912-01-11","549"
"1912-01-11","82"
"1912-01-18","185"
"1912-02-24","590"
"1912-02-26","668"
"1912-03-02","852"
"1912-03-13","218"
"1912-03-15","342"
"1912-03-20","688"
"1912-03-23","672"
"1912-03-24","441"
"1912-03-31","827"
"1912-04-04","1006"
"1912-04-13","879"
"1912-04-23","902"
"1912-05-01","24"
"1912-05-09","131"
"1912-06-06","57"
"1912-06-08","661"
"1912-06-12","456"
"1912-06-17","18"
"1912-06-29","775"
"1912-07-04","380"
"1912-07-04","956"
"1912-07-04","535"
"1912-07-09","881"
"1912-07-13","425"
"1912-07-16","970"
"1912-07-16","23"
"1912-07-18","732"
"1912-07-19","302"
"1912-07-22","278"
"1912-07-26","213"
"1912-08-07","552"
"1912-08-13","419"
"1912-08-17","766"
"1912-08-18","895"
"1912-08-19","766"
"1912-08-25","542"
"1912-08-28","715"
"1912-08-29","556"
"1912-09-16","738"
"1912-09-17","264"
"1912-09-19","800"
"1912-09-25","887"
"1912-09-26","497"
"1912-09-30","791"
"1912-10-04","582"
"1912-10-04","557"
"1912-10-13","271"
"1912-10-14","796"
"1912-10-22","412"
"1912-10-28","383"
"1912-10-30","259"
"1912-11-01","553"
"1912-11-15","427"
"1912-11-19","474"
"1912-12-09","526"
"1912-12-13","879"
"1912-12-14","976"
"1912-12-16","195"
"1912-12-18","1014"
"1912-12-28","392"
"1913-01-07","475"
"1913-01-12","936"
"1913-01-14","613"
"1913-01-18","245"
"1913-01-22","230"
"1913-01-23","707"
"1913-01-25","603"
"1913-01-26","913"
"1913-01-26","607"
"1913-01-30","985"
"1913-02-05","437"
"1913-02-13","832"
"1913-02-21","62"
"1913-02-23","236"
"1913-02-24","40"
"1913-02-24","924"
"1913-03-01","67"
"1913-03-05","834"
"1913-03-12","498"
"1913-03-12","36"
"1913-03-17","0"
"1913-03-17","999"
"1913-03-18","754"
"1913-03-26","258"
"1913-03-27","713"
"1913-03-29","523"
"1913-03-31","264"
"1913-03-31","486"
"1913-04-06","595"
"1913-04-19","455"
"1913-05-16","492"
"1913-05-21","112"
"1913-05-29","597"
"1913-06-05","837"
"1913-06-09","893"
"1913-06-10","920"
"1913-06-11","384"
"1913-06-12","665"
"1913-06-14","876"
"1913-06-23","593"
"1913-06-24","209"
"1913-06-24","611"
"1913-06-29","444"
"1913-07-03","331"
"1913-07-03","313"
"1913-07-03","750"
"1913-07-04","42"
"1913-07-04","563"
"1913-07-04","413"
"1913-07-08","121"
"1913-07-13","477"
"1913-07-23","356"
"1913-07-25","201"
"1913-07-29","777"
"1913-07-30","802"
"1913-07-31","786"
"1913-08-12","793"
"1913-08-22","396"
"1913-09-01","369"
"1913-09-06","459"
"1913-09-07","302"
"1913-09-09","996"
"1913-09-11","324"
"1913-09-11","461"
"1913-09-13","637"
"1913-09-21","568"
"1913-09-26","304"
"1913-10-01","132"
"1913-10-05","393"
"1913-10-11","298"
"1913-10-14","612"
"1913-10-15","861"
"1913-10-15","532"
"1913-10-17","869"
"1913-10-18","384"
"1913-10-30","64"
"1913-11-04","658"
"1913-11-16","471"
"1913-11-24","229"
"1913-11-29","171"
"1913-12-03","193"
"1913-12-07","843"
"1913-12-16","624"
"1913-12-19","271"
"1913-12-20","325"
"1913-12-21","602"
"1913-12-24","77"
"1913-12-24","573"
"1913-12-25","421"
"1913-12-27","606"
"1913-12-29","584"
"1913-12-29","939"
"1914-01-02","958"
"1914-01-06","427"
"1914-01-09","758"
"1914-01-10","1006"
"1914-01-11","834"
"1914-01-14","282"
"1914-01-17","335"
"1914-01-18","768"
"1914-01-18","382"
"1914-01-19","751"
"1914-02-03","338"
"1914-02-08","660"
"1914-02-19","82"
"1914-02-24","962"
"1914-02-25","230"
"1914-02-27","540"
"1914-02-28","708"
"1914-03-06","912"
"1914-03-16","548"
"1914-03-16","784"
"1914-03-22","559"
"1914-03-23","214"
"1914-03-23","1013"
"1914-03-24","641"
"1914-03-29","817"
"1914-04-04","16"
"1914-04-09","505"
"1914-04-22","277"
"1914-04-23","840"
"1914-05-06","752"
"1914-05-07","846"
"1914-05-09","773"
"1914-05-14","224"
"1914-05-21","646"
"1914-05-22","169"
"1914-05-26","690"
"1914-06-03","903"
"1914-06-06","480"
"1914-06-13","83"
"1914-06-26","337"
"1914-07-06","449"
"1914-07-06","569"
"1914-07-17","18"
"1914-07-19","127"
"1914-07-21","288"
"1914-07-24","236"
"1914-07-25","978"
"1914-07-28","62"
"1914-08-07","354"
"1914-08-07","52"
"1914-08-12","85"
"1914-08-19","32"
"1914-08-21","989"
"1914-08-29","958"
"1914-08-31","923"
"1914-09-01","646"
"1914-09-05","1017"
"1914-09-06","257"
"1914-09-22","996"
"1914-09-25","328"
"1914-09-28","321"
"1914-09-29","774"
"1914-09-30","341"
"1914-09-30","834"
"1914-10-04","711"
"1914-10-08","368"
"1914-10-21","41"
"1914-11-01","381"
"1914-11-10","995"
"1914-11-12","823"
"1914-11-12","789"
"1914-11-13","612"
"1914-11-13","473"
"1914-11-15","863"
"1914-11-15","360"
"1914-11-16","91"
"1914-11-22","235"
"1914-11-30","250"
"1914-12-02","676"
"1914-12-15","843"
"1914-12-19","257"
"1914-12-28","193"
"1914-12-29","543"
"1914-12-30","628"
"1914-12-30","940"
"1914-12-31","309"
"1915-01-11","8"
"1915-01-26","769"
"1915-01-29","940"
"1915-01-30","346"
"1915-01-30","926"
"1915-02-04","413"
"1915-02-13","715"
"1915-02-18","148"
"1915-02-21","322"
"1915-03-06","497"
"1915-03-16","421"
"1915-03-20","554"
"1915-03-20","29"
"1915-03-29","278"
"1915-03-29","638"
"1915-04-03","349"
"1915-04-19","738"
"1915-05-12","899"
"1915-05-17","19"
"1915-05-24","228"
"1915-05-29","858"
"1915-06-02","806"
"1915-06-05","89"
"1915-06-07","635"
"1915-06-18","189"
"1915-07-01","36"
"1915-07-15","1000"
"1915-07-16","994"
"1915-07-27","115"
"1915-08-02","336"
"1915-08-02","777"
"1915-08-11","623"
"1915-08-15","865"
"1915-08-26","631"
"1915-08-26","124"
"1915-08-29","860"
"1915-08-31","486"
"1915-09-10","434"
"1915-09-12","466"
"1915-09-25","86"
"1915-09-29","730"
"1915-10-05","414"
"1915-10-11","586"
"1915-10-13","273"
"1915-10-23","852"
"1915-10-26","52"
"1915-10-27","458"
"1915-10-30","77"
"1915-10-30","609"
"1915-11-09","479"
"1915-11-16","457"
"1915-11-17","222"
"1915-11-25","753"
"1915-12-10","927"
"1915-12-18","31"
"1915-12-21","558"
"1916-01-05","573"
"1916-01-13","8"
"1916-01-17","403"
"1916-01-18","32"
"1916-02-06","383"
"1916-02-11","750"
"1916-02-20","399"
"1916-02-23","576"
"1916-03-01","395"
"1916-03-02","281"
"1916-03-06","369"
"1916-03-08","303"
"1916-03-09","923"
"1916-03-10","914"
"1916-03-23","543"
"1916-03-23","922"
"1916-03-27","975"
"1916-03-27","39"
"1916-03-27","344"
"1916-03-29","608"
"1916-04-09","450"
"1916-04-09","247"
"1916-04-15","223"
"1916-04-28","788"
"1916-04-29","149"
"1916-04-29","553"
"1916-05-01","972"
"1916-05-05","738"
"1916-05-19","763"
"1916-05-19","979"
"1916-05-20","707"
"1916-05-30","918"
"1916-05-31","830"
"1916-06-01","554"
"1916-06-01","1"
"1916-06-03","590"
"1916-06-03","481"
"1916-06-07","216"
"1916-06-10","372"
"1916-06-12","755"
"1916-06-25","500"
"1916-06-26","731"
"1916-06-28","1016"
"1916-06-28","559"
"1916-07-05","32"
"1916-07-17","600"
"1916-07-19","94"
"1916-07-22","912"
"1916-07-22","856"
"1916-08-08","750"
"1916-08-14","952"
"1916-08-21","933"
"1916-08-30","945"
"1916-09-05","748"
"1916-09-14","856"
"1916-09-16","685"
"1916-09-19","177"
"1916-09-21","303"
"1916-09-22","253"
"1916-10-14","451"
"1916-10-18","831"
"1916-10-22","844"
"1916-10-22","914"
"1916-11-05","192"
"1916-11-17","831"
"1916-11-25","128"
"1916-11-28","928"
"1916-12-02","810"
"1916-12-05","750"
"1916-12-05","975"
"1916-12-08","816"
"1916-12-10","117"
"1916-12-12","333"
"1916-12-22","268"
"1916-12-25","1007"
